Time	Node	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
42.5612	IE-C005	20	3_1080	27910786	18	0	
42.5626	ES-C006	20	3_1080	27024730	18	0	
42.5666	IE-C004	20	3_1080	27910786	18	0	
42.5686	ES-C004	20	3_1080	27132398	18	0	
42.5886	IE-C002	20	3_1080	27853710	18	0	
42.5966	IE-C001	20	3_1080	27910786	18	0	
42.6036	ES-C002	20	3_1080	27132398	18	0	
44.5142	ES-C003	21	3_1080	27295520	16	0	
44.5242	ES-C001	21	3_1080	27295520	16	0	
44.5562	IE-C003	21	3_1080	26759262	16	0	
44.557	ES-C005	21	3_1080	27295520	16	0	
44.5596	IE-C006	21	3_1080	26759262	16	0	
44.5612	IE-C005	21	3_1080	26759262	16	0	
44.5626	ES-C006	21	3_1080	27295520	16	0	
44.5666	IE-C004	21	3_1080	26759262	16	0	
44.5686	ES-C004	21	3_1080	27240928	16	0	
44.5886	IE-C002	21	3_1080	26706792	16	0	
44.5966	IE-C001	21	3_1080	26759262	16	0	
44.6036	ES-C002	21	3_1080	27295520	16	0	
46.5142	ES-C003	22	3_1080	27186554	14	0	
46.5242	ES-C001	22	3_1080	27240928	14	0	
46.5562	IE-C003	22	3_1080	27571790	14	0	
46.557	ES-C005	22	3_1080	27350330	14	0	
46.5596	IE-C006	22	3_1080	27571790	14	0	
46.5612	IE-C005	22	3_1080	27627716	14	0	
46.5626	ES-C006	22	3_1080	27186554	14	0	
46.5666	IE-C004	22	3_1080	27627716	14	0	
46.5686	ES-C004	22	3_1080	27186554	14	0	
46.5886	IE-C002	22	3_1080	27571790	14	0	
46.5966	IE-C001	22	3_1080	27627716	14	0	
46.6036	ES-C002	22	3_1080	27295520	14	0	
48.5142	ES-C003	23	3_1080	27405360	12	0	
48.5242	ES-C001	23	3_1080	27460612	12	0	
48.5562	IE-C003	23	3_1080	27024730	12	0	
48.557	ES-C005	23	3_1080	27405360	12	0	
48.5596	IE-C006	23	3_1080	27024730	12	0	
48.5612	IE-C005	23	3_1080	27024730	12	0	
48.5626	ES-C006	23	3_1080	27405360	12	0	
48.5666	IE-C004	23	3_1080	27024730	12	0	
48.5686	ES-C004	23	3_1080	27460612	12	0	
48.5886	IE-C002	23	3_1080	27024730	12	0	
48.5966	IE-C001	23	3_1080	27024730	12	0	
48.6036	ES-C002	23	3_1080	27405360	12	0	
50.5142	ES-C003	24	3_1080	27627716	10	0	
50.5242	ES-C001	24	3_1080	27627716	10	0	
50.5562	IE-C003	24	3_1080	27295520	10	0	
50.557	ES-C005	24	3_1080	27571790	10	0	
50.5596	IE-C006	24	3_1080	27295520	10	0	
50.5612	IE-C005	24	3_1080	27295520	10	0	
50.5626	ES-C006	24	3_1080	27627716	10	0	
50.5666	IE-C004	24	3_1080	27240928	10	0	
50.5686	ES-C004	24	3_1080	27627716	10	0	
50.5886	IE-C002	24	3_1080	27240928	10	0	
50.5966	IE-C001	24	3_1080	27186554	10	0	
50.6036	ES-C002	24	3_1080	27627716	10	0	
52.5142	ES-C003	25	3_1080	27740252	8	0	
52.5242	ES-C001	25	3_1080	27740252	8	0	
52.5562	IE-C003	25	3_1080	26864820	8	0	
52.557	ES-C005	25	3_1080	27796866	8	0	
52.5596	IE-C006	25	3_1080	26917914	8	0	
52.5612	IE-C005	25	3_1080	26971216	8	0	
52.5626	ES-C006	25	3_1080	27740252	8	0	
52.5666	IE-C004	25	3_1080	27024730	8	0	
52.5686	ES-C004	25	3_1080	27740252	8	0	
52.5886	IE-C002	25	3_1080	26971216	8	0	
52.5966	IE-C001	25	3_1080	27024730	8	0	
52.6036	ES-C002	25	3_1080	27796866	8	0	
54.5142	ES-C003	26	3_1080	27516088	6	0	
54.5242	ES-C001	26	3_1080	27405360	6	0	
54.5562	IE-C003	26	3_1080	27186554	6	0	
54.557	ES-C005	26	3_1080	27405360	6	0	
54.5596	IE-C006	26	3_1080	27186554	6	0	
54.5612	IE-C005	26	3_1080	27186554	6	0	
54.5626	ES-C006	26	3_1080	27516088	6	0	
54.5666	IE-C004	26	3_1080	27186554	6	0	
54.5686	ES-C004	26	3_1080	27405360	6	0	
